user_id,age,employment_type,monthly_income,credit_score,purchase_amount,product_category,bnpl_installments,repayment_delay_days,missed_payments,default_flag,app_usage_frequency,location,transaction_date,debt_to_income_ratio,risk_score,customer_segment
943,36,Unemployed,17386.7,388,4061,Beauty,6,0,0,1,1.81,Australia,2/9/2023,0.233569337,184.8,High Risk
944,40,Self-Employed,77745.47,721,5000,Home,9,0,0,0,9.69,India,6/18/2023,0.064312429,51.6,Low Risk
945,51,Unemployed,15913.56,387,3993.33,Electronics,6,10,1,0,6.35,UK,5/10/2023,0.250938822,225.2,High Risk
946,59,Unemployed,11841.36,300,5000,Electronics,3,19,2,1,4.46,India,6/3/2023,0.422248796,298,High Risk
947,50,Self-Employed,100968.08,775,5000,Home,12,20,1,1,2.64,UK,5/24/2023,0.049520601,90,Low Risk
948,18,Student,9914.63,300,4789.89,Beauty,9,20,1,0,6.67,USA,3/1/2023,0.483113339,280,High Risk
949,57,Unemployed,13754.51,345,5000,Home,9,8,1,0,6.06,Germany,5/15/2023,0.36351713,238,High Risk
950,25,Salaried,54714.01,600,5000,Beauty,3,0,0,0,3.6,Australia,10/11/2024,0.091384273,100,Medium Risk
951,36,Unemployed,11610.56,341,3164.63,Home,9,0,0,1,2.2,India,8/25/2024,0.272564803,203.6,High Risk
952,42,Student,26823.97,345,3602.46,Electronics,6,6,1,0,2.37,Australia,11/17/2024,0.134300031,234,High Risk
953,21,Salaried,46978.31,471,5000,Electronics,3,18,2,1,7.93,UK,7/8/2024,0.106432096,227.6,High Risk
954,26,Salaried,64001.34,595,5000,Fashion,3,10,1,0,2.14,Australia,9/8/2024,0.078123364,142,Medium Risk
955,53,Self-Employed,75216.58,626,5000,Sports,9,0,1,0,1.63,USA,6/15/2023,0.066474705,109.6,Medium Risk
956,53,Self-Employed,42699.65,468,5000,Home,3,17,4,1,1.35,Canada,4/27/2023,0.117096979,266.8,High Risk
957,45,Unemployed,10161.14,336,2054.18,Beauty,3,5,0,1,9.83,USA,9/25/2024,0.202160388,215.6,High Risk
958,56,Unemployed,18162.16,300,1870.17,Fashion,9,18,4,1,9.53,USA,7/12/2024,0.102970682,336,High Risk
959,26,Unemployed,10909.3,300,1957.45,Beauty,12,13,2,1,3.03,India,7/23/2024,0.179429478,286,High Risk
960,24,Self-Employed,24900,415,5000,Beauty,12,0,0,0,7.68,Canada,6/7/2023,0.200803213,174,High Risk
961,34,Unemployed,13235.95,314,5000,Beauty,3,15,1,1,7.26,India,2/9/2023,0.377759058,264.4,High Risk
962,44,Self-Employed,29217.91,330,5000,Fashion,3,15,2,1,4.56,UK,2/11/2023,0.171127914,278,High Risk
963,35,Salaried,40193.68,536,5000,Sports,9,0,0,0,5.85,India,1/5/2023,0.124397666,125.6,High Risk
964,18,Self-Employed,31880.31,394,5000,Home,3,1,0,1,7.09,UK,3/21/2023,0.156836618,184.4,High Risk
965,51,Self-Employed,89820.54,735,5000,Beauty,3,10,1,0,8.11,India,12/9/2024,0.055666555,86,Low Risk
966,53,Student,17725.71,370,5000,Beauty,3,11,2,0,8.59,Canada,7/7/2024,0.282076148,254,High Risk
967,37,Student,8174.85,371,371.78,Sports,12,4,0,1,8.5,Germany,5/8/2023,0.04547851,199.6,High Risk
968,24,Unemployed,5890.64,300,567.42,Sports,6,17,1,1,8.1,India,11/29/2024,0.096325696,274,High Risk
969,28,Student,21133.3,392,5000,Home,6,17,2,1,6.01,Germany,1/1/2023,0.236593433,257.2,High Risk
970,32,Self-Employed,86590.68,685,5000,Home,6,12,1,0,5.1,Canada,9/6/2024,0.057742935,110,Medium Risk
971,47,Salaried,82452.06,677,5000,Fashion,3,10,1,0,5.26,UK,10/31/2024,0.060641299,109.2,Medium Risk
972,48,Salaried,75711.67,716,5000,Fashion,6,4,0,0,2.93,UK,1/7/2023,0.066040017,61.6,Low Risk
973,52,Salaried,95099.22,764,5000,Fashion,12,3,0,0,1.12,UK,10/2/2024,0.052576667,40.4,Low Risk
974,40,Self-Employed,47220.3,443,5000,Sports,6,12,2,0,9.53,Germany,5/31/2023,0.105886663,226.8,High Risk
975,33,Unemployed,14693.56,303,5000,Sports,12,13,2,1,5.45,USA,5/12/2023,0.340285132,284.8,High Risk
976,57,Unemployed,11607,338,558,Beauty,9,5,1,1,7.47,USA,4/24/2023,0.048074438,234.8,High Risk
977,24,Unemployed,5000,300,2397.57,Sports,6,13,1,0,3.56,Australia,11/17/2024,0.479514,266,High Risk
978,51,Self-Employed,103897.73,849,5000,Sports,6,9,1,0,6.14,USA,2/15/2023,0.048124247,38.4,Low Risk
979,40,Unemployed,10453.34,300,3724.59,Home,12,7,2,1,7.29,USA,8/4/2024,0.356306214,274,High Risk
980,45,Self-Employed,63817.71,608,5000,Home,9,0,0,0,4.77,Germany,8/29/2024,0.078348158,96.8,Medium Risk
981,53,Salaried,64258.24,520,5000,Home,12,20,3,1,2.63,India,10/24/2024,0.077811032,232,High Risk
982,24,Unemployed,5000,300,998.73,Fashion,6,7,2,1,3.82,USA,10/19/2024,0.199746,274,High Risk
983,46,Unemployed,10638.31,379,1152.21,Sports,6,0,0,1,5.62,Canada,7/5/2024,0.108307617,188.4,High Risk
984,56,Unemployed,10034.31,325,1869.71,Beauty,6,0,0,1,4.01,Australia,3/24/2023,0.186331696,210,High Risk
985,43,Unemployed,20627.27,425,5000,Beauty,12,2,0,0,8.58,Australia,5/14/2023,0.242397564,174,High Risk
986,52,Unemployed,14028.62,336,5000,Beauty,6,3,0,0,8.88,USA,7/22/2024,0.356414245,211.6,High Risk
987,21,Salaried,50446.71,537,5000,Sports,6,0,0,0,2.51,India,10/11/2024,0.099114491,125.2,High Risk
988,39,Self-Employed,70445.94,606,5000,Home,6,9,1,0,9.3,India,5/7/2023,0.070976411,135.6,Medium Risk
989,29,Student,15120.54,300,4053.33,Fashion,9,11,1,0,5.8,Canada,9/10/2024,0.268067807,262,High Risk
990,51,Student,14318.21,380,5000,Fashion,12,4,1,0,6.22,Germany,8/9/2024,0.349205662,216,High Risk
991,40,Unemployed,6330.95,355,1620.53,Sports,12,4,0,0,8.7,Canada,11/25/2024,0.255969483,206,High Risk
992,36,Salaried,40594.58,527,5000,Sports,9,13,1,1,3.47,India,11/6/2024,0.123169152,175.2,High Risk
993,44,Student,22311.58,379,5000,Sports,12,18,1,1,6.93,UK,3/14/2023,0.224098876,244.4,High Risk
994,21,Salaried,51048.43,435,5000,Beauty,12,6,3,1,7.06,Canada,10/11/2024,0.097946205,238,High Risk
995,21,Self-Employed,33980.23,381,5000,Beauty,9,20,2,0,5.51,India,10/20/2024,0.147144384,267.6,High Risk
996,57,Self-Employed,96272.11,756,5000,Home,3,1,0,0,3.51,India,10/18/2024,0.051936121,39.6,Low Risk
997,37,Unemployed,5000,300,328.77,Home,9,14,2,1,2.57,UK,3/28/2023,0.065754,288,High Risk
998,32,Salaried,40206.47,481,5000,Beauty,9,12,1,0,7.43,India,5/15/2023,0.124358095,191.6,High Risk
999,38,Self-Employed,82745.06,671,4079.34,Fashion,12,15,2,0,9.31,Australia,5/30/2023,0.049300103,141.6,Medium Risk
1000,24,Student,7927.59,327,2995.53,Sports,6,1,0,0,7.18,Australia,12/1/2024,0.377861368,211.2,High Risk
1001,50,Unemployed,14553.71,319,5000,Fashion,9,9,2,1,2.69,Canada,9/10/2024,0.343555011,270.4,High Risk
1002,19,Self-Employed,51257.31,499,5000,Fashion,12,12,1,0,9.49,USA,1/19/2023,0.097547062,184.4,High Risk
1003,24,Student,27612.74,469,5000,Sports,9,19,1,0,5.6,UK,6/27/2023,0.181075837,210.4,High Risk
1004,27,Student,24142.04,385,5000,Sports,6,10,1,1,8.5,Canada,5/26/2023,0.207107602,226,High Risk
1005,36,Self-Employed,64145.45,588,5000,Home,9,7,1,0,9,Australia,1/7/2023,0.077947851,138.8,Medium Risk
1006,55,Student,28758.87,414,5000,Home,3,9,1,0,7.04,Canada,11/29/2024,0.173859404,212.4,High Risk
1007,38,Student,17376.52,395,5000,Sports,6,1,0,0,3.33,Australia,3/10/2023,0.287744612,184,High Risk
1008,47,Salaried,48444.05,415,5000,Fashion,9,10,4,1,6.09,Germany,9/8/2024,0.10321185,274,High Risk
1009,27,Salaried,75211.49,629,5000,Home,3,14,1,0,7.93,Australia,12/6/2024,0.066479204,136.4,Medium Risk
1010,36,Self-Employed,75078.31,652,5000,Fashion,6,7,1,0,6.89,USA,6/16/2023,0.06659713,113.2,Medium Risk
1011,27,Self-Employed,74703.1,676,5000,Home,3,16,1,0,1.08,USA,1/4/2023,0.066931627,121.6,Medium Risk
1012,52,Unemployed,6779.15,300,3737.65,Beauty,9,13,2,0,8.79,USA,3/29/2023,0.551344933,286,High Risk
1013,18,Student,14306.62,300,1133.79,Beauty,6,9,2,1,9.39,Germany,7/4/2024,0.079249327,278,High Risk
1014,56,Unemployed,11420.91,305,1862.73,Electronics,6,10,1,0,5.99,Australia,8/15/2024,0.163098212,258,High Risk
1015,23,Salaried,17898.04,384,5000,Beauty,3,2,0,0,1.63,Canada,10/26/2024,0.279360198,190.4,High Risk
1016,40,Student,12860.66,359,4966.25,Home,6,9,1,1,1.99,Germany,7/9/2024,0.386158253,234.4,High Risk
1017,38,Unemployed,10295.55,376,1006.21,Home,9,4,0,0,5.48,Canada,8/17/2024,0.097732516,197.6,High Risk
1018,25,Salaried,30880.45,505,4382.22,Electronics,9,3,0,0,9.45,Australia,2/22/2023,0.141909201,144,High Risk
1019,23,Unemployed,10138.47,300,100,Home,3,17,1,1,3.69,India,9/7/2024,0.009863421,274,High Risk
1020,21,Unemployed,6166.31,300,2682.49,Fashion,12,10,2,0,2.06,Germany,8/23/2024,0.435023539,280,High Risk
1021,36,Self-Employed,48413.46,520,4445.71,Beauty,9,16,1,1,8.36,UK,6/3/2023,0.091827975,184,High Risk
1022,53,Student,14814.13,359,4859.3,Home,9,0,0,0,5.82,UK,8/2/2024,0.328017913,196.4,High Risk
1023,43,Self-Employed,37173.5,396,5000,Sports,12,21,4,1,9.79,Germany,2/17/2023,0.134504418,303.6,High Risk
1024,30,Student,16035.48,427,5000,Electronics,3,9,1,0,4.26,India,10/2/2024,0.311808565,207.2,High Risk
1025,33,Salaried,64296.55,564,5000,Beauty,3,13,2,0,5.19,India,1/27/2023,0.07776467,180.4,Medium Risk
1026,42,Salaried,49691.59,566,5000,Fashion,6,0,0,0,6.6,Germany,2/9/2023,0.100620648,113.6,Medium Risk
1027,48,Unemployed,9700.12,300,3030.39,Electronics,3,8,1,0,9.98,Germany,7/17/2024,0.312407475,256,Medium Risk
1028,38,Self-Employed,38150.66,466,3600.42,Fashion,12,21,2,1,6.69,Australia,6/7/2023,0.094373728,235.6,High Risk
1029,18,Student,5000,300,1641.46,Fashion,12,0,0,0,1.19,UK,10/21/2024,0.328292,220,Medium Risk
1030,31,Salaried,72242.49,685,5000,Home,9,2,0,0,5.92,UK,11/11/2024,0.069211346,70,Medium Risk
1031,58,Salaried,39529.97,379,5000,Home,12,7,2,0,1.03,Australia,11/9/2024,0.126486309,242.4,High Risk
1032,56,Self-Employed,77563.28,670,5000,Electronics,3,2,0,0,3.87,Germany,7/22/2024,0.064463494,76,Medium Risk
1033,40,Student,14430.1,315,3620.53,Fashion,12,16,2,1,7.24,Germany,6/20/2023,0.250901241,286,High Risk
1034,49,Salaried,68675.42,558,5000,Electronics,9,18,2,1,3.57,India,1/16/2023,0.072806253,192.8,Medium Risk
1035,49,Self-Employed,65747.66,558,4892.51,Beauty,6,12,2,0,7.73,India,9/10/2024,0.074413447,180.8,Medium Risk
1036,38,Self-Employed,54207.54,548,5000,Sports,6,1,0,0,7.18,USA,5/29/2023,0.092238091,122.8,High Risk
1037,47,Unemployed,12778.68,351,5000,Electronics,3,2,0,0,8.81,India,1/18/2023,0.39127672,203.6,High Risk
1038,34,Student,15282.54,307,4461.06,Electronics,9,13,2,1,4.94,Germany,9/18/2024,0.291905665,283.2,High Risk
1039,44,Self-Employed,79271.1,729,5000,Beauty,9,0,0,0,9.18,India,6/1/2023,0.063074689,48.4,Low Risk
1040,30,Self-Employed,87336.19,728,5000,Beauty,6,18,1,0,2.66,India,5/28/2023,0.057250036,104.8,Low Risk
1041,23,Salaried,39230.84,540,5000,Electronics,12,3,0,1,5.84,UK,1/18/2023,0.12745075,130,High Risk
1042,20,Student,12556.93,369,3068.72,Home,9,11,1,0,9,USA,2/2/2023,0.244384575,234.4,High Risk
1043,36,Unemployed,10869.88,397,3737.68,Fashion,3,4,0,0,1.78,Australia,3/23/2023,0.343856602,189.2,High Risk
1044,27,Self-Employed,62389.13,647,5000,Electronics,6,3,0,0,8.69,Canada,9/13/2024,0.080142166,87.2,Medium Risk
1045,26,Salaried,42895.32,448,5000,Sports,3,26,3,1,6.79,Australia,7/18/2024,0.116562832,272.8,High Risk
1046,19,Self-Employed,61404.65,530,1295.18,Beauty,9,12,2,1,9.17,UK,9/24/2024,0.021092539,192,High Risk
1047,23,Self-Employed,51925.45,586,5000,Fashion,12,5,0,0,5.17,Germany,7/9/2024,0.096291895,115.6,Medium Risk
1048,45,Unemployed,15149.36,393,2328.46,Fashion,3,2,0,0,5.1,India,12/21/2024,0.153700222,186.8,High Risk
1049,34,Salaried,47434.61,500,5000,Fashion,9,1,0,0,2.81,India,8/21/2024,0.105408266,142,High Risk
1050,27,Unemployed,10187.64,332,4343.79,Home,6,21,1,1,3.78,Germany,4/18/2023,0.426378435,269.2,High Risk
1051,22,Student,5000,300,2436.12,Fashion,12,15,3,1,5.18,USA,2/22/2023,0.487224,310,High Risk
1052,36,Student,26779.3,421,5000,Electronics,12,3,0,0,6.97,USA,9/24/2024,0.186711378,177.6,High Risk
1053,35,Student,20622.53,359,5000,Electronics,6,15,1,0,3.27,Australia,7/27/2024,0.242453278,246.4,High Risk
1054,21,Student,12179.99,300,3743.64,Fashion,3,19,2,0,6.57,Canada,1/31/2023,0.307359858,298,High Risk
1055,59,Self-Employed,60170.76,564,5000,Beauty,9,18,2,0,2.46,UK,5/9/2023,0.08309684,190.4,Medium Risk
1056,49,Salaried,44417.92,467,5000,Fashion,6,16,1,1,3.57,Germany,6/21/2023,0.11256718,205.2,High Risk
1057,41,Unemployed,7042.5,303,2860.5,Electronics,9,15,1,0,1.89,USA,6/2/2023,0.406176784,268.8,High Risk
1058,21,Unemployed,10739.33,318,5000,Sports,12,11,1,0,4.65,India,9/6/2024,0.465578393,254.8,High Risk
1059,25,Salaried,70531.49,620,5000,Home,9,5,0,0,8.01,UK,1/5/2023,0.070890321,102,Medium Risk
1060,26,Self-Employed,49357.41,544,5000,Beauty,9,16,1,1,8.99,Canada,9/29/2024,0.101301912,174.4,High Risk
1061,34,Unemployed,5000,300,487.77,Home,12,11,1,1,4.12,Canada,11/20/2024,0.097554,262,High Risk
1062,53,Self-Employed,45068.34,520,2844.36,Beauty,6,9,1,0,3.3,India,1/3/2023,0.063112154,170,High Risk
1063,25,Salaried,52723.45,592,5000,Sports,3,0,0,0,3.49,India,7/12/2024,0.094834462,103.2,Medium Risk
1064,51,Salaried,28969.55,392,5000,Home,12,14,3,1,1.62,USA,4/21/2023,0.172595018,271.2,High Risk
1065,55,Salaried,86425.03,738,5000,Electronics,9,0,0,0,6.09,Germany,8/24/2024,0.05785361,44.8,Low Risk
1066,34,Student,14940.04,372,3488.07,Sports,6,11,1,0,1.29,Germany,2/10/2023,0.233471262,233.2,High Risk
1067,30,Unemployed,5928.2,300,1768.49,Beauty,12,14,2,0,2.64,India,12/13/2024,0.298318208,288,High Risk
1068,56,Self-Employed,59867.27,597,5000,Home,9,4,1,0,5.53,India,11/28/2024,0.083518089,129.2,Medium Risk
1069,46,Student,17439.14,410,162.63,Electronics,3,1,0,1,4.58,Canada,12/26/2024,0.009325575,178,High Risk
1070,47,Self-Employed,105607.18,754,5000,Fashion,12,9,1,0,3.22,Canada,3/27/2023,0.047345266,76.4,Low Risk
1071,37,Student,14753.49,345,4130.26,Beauty,9,4,0,0,3.14,Canada,4/7/2023,0.279951388,210,High Risk
1072,46,Salaried,75403.23,673,5000,Home,12,1,0,0,6.09,Australia,8/17/2024,0.066310157,72.8,Medium Risk
1073,45,Unemployed,9731.08,301,3321.14,Fashion,9,1,0,1,2.56,India,5/26/2023,0.341292025,221.6,High Risk
1074,50,Self-Employed,40652.58,493,5000,Electronics,6,1,0,0,4.43,Germany,5/20/2023,0.122993424,144.8,High Risk
1075,39,Salaried,61754.91,562,5000,Beauty,9,15,2,0,2.99,Canada,1/5/2023,0.080965222,185.2,Medium Risk
1076,23,Salaried,60597.8,519,5000,Home,9,23,2,1,9.14,Australia,10/5/2024,0.082511246,218.4,High Risk
1077,20,Salaried,31949.73,397,1867.63,Electronics,3,13,1,1,1.34,India,8/13/2024,0.058455267,227.2,High Risk
1078,56,Self-Employed,68622.2,583,5000,Electronics,6,10,2,0,2.89,USA,6/9/2023,0.072862718,166.8,Medium Risk
1079,41,Unemployed,14280.06,377,1819.74,Home,9,2,0,0,9.3,Canada,9/25/2024,0.127432238,193.2,High Risk
1080,28,Student,11470.01,315,2752.7,Fashion,3,15,3,1,8.56,UK,3/5/2023,0.239991072,304,High Risk
1081,59,Self-Employed,76256.02,633,5000,Home,12,3,0,0,3.38,Australia,6/10/2023,0.065568594,92.8,Medium Risk
1082,42,Salaried,66416.59,586,5000,Electronics,12,14,2,0,5.88,UK,10/28/2024,0.075282396,173.6,Medium Risk
1083,45,Unemployed,20541.92,343,5000,Home,6,5,1,1,5.25,Canada,6/16/2023,0.243404706,232.8,High Risk
1084,27,Salaried,42142.35,525,5000,Home,6,0,0,1,9.15,Australia,10/2/2024,0.118645496,130,High Risk
1085,21,Salaried,25549.61,388,5000,Beauty,9,1,0,0,4.88,Germany,5/5/2023,0.195697703,186.8,High Risk
1086,41,Student,20623.57,342,5000,Electronics,6,12,1,0,6.09,Germany,1/8/2023,0.242441052,247.2,High Risk
1087,29,Self-Employed,56302.5,587,5000,Home,6,5,0,0,8.39,USA,7/7/2024,0.088806003,115.2,Medium Risk
1088,19,Student,15768.34,420,2691.7,Electronics,12,0,0,1,3.54,Canada,12/9/2024,0.170702813,172,High Risk
1089,53,Salaried,66262.96,622,5000,Fashion,6,1,0,0,9.39,Australia,8/10/2024,0.075456937,93.2,Medium Risk
1090,49,Salaried,63423.8,530,5000,Electronics,3,17,3,1,6.34,India,11/27/2024,0.078834759,222,High Risk
1091,55,Self-Employed,39267.17,507,5000,Electronics,6,0,0,0,4.08,Germany,8/17/2024,0.127332833,137.2,High Risk
1092,43,Student,11282.65,300,3245.97,Beauty,6,15,1,1,8.71,USA,9/27/2024,0.28769571,270,High Risk
1093,50,Self-Employed,44999.54,436,1653.04,Electronics,6,12,2,0,1.13,Canada,4/8/2023,0.036734598,229.6,High Risk
1094,57,Unemployed,17410.2,300,531.45,Fashion,9,7,2,0,7.14,UK,11/29/2024,0.030525209,274,High Risk
1095,23,Self-Employed,45718.53,529,5000,Beauty,9,22,1,1,8.27,Australia,1/21/2023,0.109364846,192.4,High Risk
1096,55,Student,23705.32,340,3095.32,Home,9,10,2,1,7.06,India,10/3/2024,0.130574909,264,High Risk
1097,47,Student,9896.02,308,1474.09,Electronics,6,21,1,1,3.82,Canada,1/28/2023,0.148957864,278.8,High Risk
1098,47,Salaried,61644.62,512,5000,Fashion,12,19,4,1,8.78,USA,11/2/2024,0.081110079,253.2,High Risk
1099,39,Salaried,53279.77,574,5000,Beauty,9,0,0,0,7.77,India,1/22/2023,0.093844249,110.4,Medium Risk
1100,35,Unemployed,5000,315,1601.64,Home,3,1,0,0,4.91,UK,4/15/2023,0.320328,216,High Risk
1101,47,Student,18724.62,412,4406.64,Electronics,3,1,0,0,8.85,Canada,1/10/2023,0.235339355,177.2,High Risk
1102,52,Unemployed,12594.76,377,2912.03,Electronics,3,10,1,0,3.14,UK,9/2/2024,0.231209646,229.2,High Risk
1103,43,Self-Employed,73126.61,668,5000,Home,3,0,0,0,2.46,Canada,9/30/2024,0.068374563,72.8,Medium Risk
1104,47,Student,11490.19,338,2207.03,Sports,6,10,2,0,2.37,USA,11/8/2024,0.192079504,264.8,High Risk
1105,30,Unemployed,5000,300,1486.38,Home,3,21,3,1,7.44,Canada,7/9/2024,0.297276,322,High Risk
1106,45,Unemployed,16293.86,357,3760.46,Fashion,6,10,1,0,7.23,Australia,12/1/2024,0.230790003,237.2,High Risk
1107,45,Self-Employed,91510.15,717,5000,Fashion,3,6,1,0,6.23,India,7/3/2024,0.054638748,85.2,Low Risk
1108,36,Unemployed,12300.99,326,5000,Electronics,6,12,1,0,4.35,USA,5/28/2023,0.406471349,253.6,High Risk
1109,55,Student,17531.35,300,2840.35,Electronics,3,15,3,1,2.61,UK,7/24/2024,0.162015475,310,High Risk
1110,56,Salaried,19875.73,441,5000,Beauty,3,3,0,1,2.93,Australia,10/15/2024,0.251563087,169.6,High Risk
1111,50,Student,9588.86,300,3552.87,Electronics,3,6,1,0,8.52,USA,1/19/2023,0.370520583,252,Medium Risk
1112,29,Self-Employed,73584.15,610,5000,Beauty,9,16,2,1,6.95,Germany,6/4/2023,0.067949416,168,Medium Risk
1113,24,Salaried,20714.81,417,100,Fashion,6,2,0,0,2.44,Australia,5/22/2023,0.004827464,177.2,High Risk
1114,44,Student,25162.5,430,5000,Electronics,6,18,2,1,2.4,India,8/1/2024,0.198708395,244,High Risk
1115,41,Self-Employed,52076.53,478,5000,Sports,6,14,1,0,2.47,Germany,9/29/2024,0.096012542,196.8,High Risk
1116,23,Student,5765.55,363,1497.83,Beauty,6,11,1,0,7.16,Australia,9/17/2024,0.259789612,236.8,High Risk
1117,52,Salaried,61995.05,562,5000,Sports,3,2,0,0,6.15,India,10/28/2024,0.0806516,119.2,Medium Risk
1118,28,Self-Employed,53748.95,547,5000,Beauty,9,13,2,0,5.05,India,5/13/2023,0.093025073,187.2,High Risk
1119,34,Salaried,48452.28,522,5000,Beauty,6,14,1,0,5.44,Australia,4/28/2023,0.103194318,179.2,High Risk
1120,29,Self-Employed,61106.32,629,5000,Fashion,9,23,2,0,7.79,UK,7/24/2024,0.081824597,174.4,Medium Risk
1121,35,Student,16749.14,300,5000,Home,6,9,3,1,7.77,Germany,12/17/2024,0.29852279,298,High Risk
1122,24,Student,17100.26,361,5000,Home,6,6,0,0,6.19,Germany,4/3/2023,0.292393215,207.6,High Risk
1123,45,Student,21049.08,422,5000,Fashion,3,12,1,0,7.57,India,11/12/2024,0.237540073,215.2,High Risk
1124,51,Self-Employed,53706.05,508,5000,Fashion,9,4,1,1,2.65,Canada,10/16/2024,0.093099381,164.8,High Risk
1125,42,Salaried,86779.96,657,5000,Fashion,9,14,1,0,5.84,India,7/16/2024,0.057616989,125.2,Medium Risk
1126,40,Self-Employed,58157.66,534,5000,Beauty,9,16,2,1,4.35,Germany,2/16/2023,0.085973198,198.4,High Risk
1127,27,Student,8943.2,300,5000,Beauty,3,18,1,1,3.17,India,7/17/2024,0.559083997,276,High Risk
1128,36,Student,11362.86,324,1802.26,Fashion,9,6,2,0,2.61,Germany,11/5/2024,0.158609716,262.4,High Risk
1129,23,Student,15028.14,317,5000,Beauty,12,18,2,1,5.83,UK,10/26/2024,0.332709171,289.2,High Risk
1130,50,Salaried,37085.35,445,5000,Electronics,12,22,2,1,5.7,USA,5/30/2023,0.134824129,246,High Risk
1131,33,Student,7819.7,326,2439.74,Sports,12,2,0,0,9.09,India,4/2/2023,0.311999182,213.6,High Risk
1132,55,Self-Employed,112981.17,850,5000,Home,6,2,0,0,1.73,USA,3/15/2023,0.044255162,4,Low Risk
1133,47,Salaried,74738.51,678,5000,Fashion,6,0,0,0,8.92,UK,10/24/2024,0.066899915,68.8,Medium Risk
1134,51,Unemployed,16345.04,384,3069.43,Sports,12,2,0,0,1.14,India,4/2/2023,0.18778969,190.4,High Risk
1135,19,Student,18665.62,394,881.79,Home,9,3,0,0,3.46,USA,5/19/2023,0.047241399,188.4,High Risk
1136,19,Salaried,38747.57,408,5000,Beauty,9,25,3,1,9.42,Germany,3/3/2023,0.12904035,286.8,High Risk
1137,30,Self-Employed,45501.61,481,5000,Electronics,12,0,2,0,2.77,Germany,6/13/2023,0.109886222,187.6,High Risk
1138,28,Salaried,39064.76,514,5000,Fashion,6,11,1,1,2.48,India,9/11/2024,0.127992595,176.4,High Risk
1139,53,Salaried,33732.44,531,5000,Electronics,3,3,0,0,2.08,USA,12/9/2024,0.148225269,133.6,High Risk
1140,32,Self-Employed,64622.27,512,5000,Fashion,6,15,3,1,7.28,Germany,11/8/2024,0.077372708,225.2,High Risk
1141,56,Student,9053.01,384,5000,Electronics,12,2,0,0,6.84,Canada,1/13/2023,0.552302494,190.4,High Risk
1142,31,Student,10065.63,325,3900.45,Electronics,9,12,2,1,8.9,India,12/7/2024,0.387501826,274,High Risk
1143,56,Salaried,66915.17,591,5000,Fashion,12,13,2,0,6.97,Australia,5/5/2023,0.074721472,169.6,Medium Risk
1144,51,Unemployed,12786.58,371,4361.1,Fashion,6,0,0,1,6.91,India,8/17/2024,0.341068527,191.6,High Risk
1145,49,Student,23084.49,330,5000,Electronics,6,3,0,0,3.16,India,3/4/2023,0.216595645,214,High Risk
1146,25,Unemployed,12518.93,408,2368.92,Electronics,3,3,0,1,6.14,USA,9/30/2024,0.189227035,182.8,High Risk
1147,58,Unemployed,5605.61,300,1734.5,Beauty,6,4,1,0,8.31,Germany,8/20/2024,0.309422168,248,Medium Risk
1148,28,Salaried,55476.95,556,5000,Beauty,6,13,2,0,9.14,Australia,4/25/2023,0.090127521,183.6,Medium Risk
1149,46,Unemployed,12499.42,302,5000,Fashion,3,9,2,0,6.69,UK,5/27/2023,0.400018561,277.2,High Risk
1150,56,Self-Employed,77554.21,610,5000,Fashion,6,19,3,1,2.41,UK,10/28/2024,0.064471033,194,Medium Risk
1151,48,Student,12593.16,300,2125.52,Beauty,12,20,2,1,1.55,USA,4/6/2023,0.168783689,300,High Risk
1152,54,Salaried,70752.49,582,5000,Sports,3,17,3,1,3.74,Canada,8/30/2024,0.070668891,201.2,Medium Risk
1153,55,Self-Employed,52163.75,551,5000,Home,3,0,0,0,6.71,Germany,11/4/2024,0.095852005,119.6,Medium Risk
1154,35,Unemployed,10045.14,301,344.97,Sports,12,0,0,1,5.32,Germany,2/8/2023,0.03434198,219.6,High Risk
1155,43,Salaried,42622.9,503,100,Electronics,12,0,0,0,1.93,UK,11/29/2024,0.002346157,138.8,High Risk
1156,19,Unemployed,5555.7,320,2433.99,Fashion,3,13,1,0,7.76,Germany,10/7/2024,0.438106809,258,High Risk
1157,34,Self-Employed,90325.77,761,5000,Sports,9,1,0,0,8.57,USA,11/15/2024,0.055355188,37.6,Low Risk
1158,31,Salaried,51723.38,545,5000,Beauty,3,13,1,1,7.94,Australia,3/18/2023,0.096668083,168,High Risk
1159,39,Student,21923.15,484,5000,Beauty,9,2,0,0,5.56,Canada,8/19/2024,0.228069415,150.4,High Risk
1160,20,Unemployed,8631.47,300,4009.01,Home,9,16,2,1,5.96,Canada,12/5/2024,0.464464338,292,High Risk
1161,44,Student,16361.71,365,1266.87,Beauty,6,5,0,0,7.74,UK,11/17/2024,0.077428948,204,High Risk
1162,29,Self-Employed,5000,300,471.11,Electronics,12,15,1,0,6.05,UK,10/23/2024,0.094222,270,High Risk
1163,54,Self-Employed,85909.87,713,5000,Electronics,9,20,1,1,4.72,UK,3/30/2023,0.05820053,114.8,Low Risk
1164,40,Salaried,49529.88,543,5000,Beauty,12,12,1,0,9.5,Canada,2/3/2023,0.100949164,166.8,High Risk
1165,50,Student,13822.24,344,2815.91,Sports,12,3,0,0,6.37,USA,1/17/2023,0.20372313,208.4,High Risk
1166,26,Self-Employed,38094.74,475,695.97,Electronics,3,0,1,1,3.05,USA,3/20/2023,0.018269451,170,High Risk
